"from","to","weight","agreement_rate","total_votes","width","color"
"VVD","SP",518,0.47005444646098,1102,1.4140127388535,"#80808014"
"Omtzigt","SP",650,0.591985428051002,1098,1.77434030937216,"#80808014"
"PvdA","SP",934,0.849090909090909,1100,2.54959053685168,"#808080D9"
"FVD","SP",488,0.442831215970962,1102,1.33212010919017,"#80808014"
"Ephraim","SP",116,0.105550500454959,1099,0.5,"#80808014"
"SP","GroenLinks",933,0.847411444141689,1101,2.54686078252957,"#808080D9"
"Fractie Den Haan","SP",742,0.674545454545455,1100,2.02547770700637,"#80808014"
"BIJ1","SGP",580,0.530164533820841,1094,1.58325750682439,"#80808014"
"BIJ1","PVV",518,0.473491773308958,1094,1.4140127388535,"#80808014"
"PvdD","BIJ1",916,0.838060384263495,1093,2.50045495905368,"#808080D9"
"JA21","BIJ1",457,0.418498168498169,1092,1.24749772520473,"#80808014"
"Volt","BIJ1",887,0.812271062271062,1092,2.42129208371247,"#808080D9"
"BIJ1","VVD",479,0.437442922374429,1095,1.30755232029117,"#80808014"
"Omtzigt","BIJ1",603,0.552197802197802,1092,1.64604185623294,"#80808014"
"PvdA","BIJ1",895,0.818847209515096,1093,2.44313011828935,"#808080D9"
"FVD","BIJ1",435,0.397260273972603,1095,1.18744313011829,"#80808014"
"BIJ1","Ephraim",145,0.132662397072278,1093,0.5,"#80808014"
"BIJ1","GroenLinks",895,0.818098720292505,1094,2.44313011828935,"#808080D9"
"Fractie Den Haan","BIJ1",736,0.672760511882998,1094,2.0090991810737,"#80808014"
"SGP","PVV",719,0.652450090744102,1102,1.96269335759782,"#80808014"
"PvdD","SGP",599,0.543557168784029,1102,1.6351228389445,"#80808014"
"JA21","SGP",773,0.704007285974499,1098,2.11010009099181,"#80808014"
"Volt","SGP",666,0.60655737704918,1098,1.81801637852593,"#80808014"
"SGP","VVD",763,0.691749773345422,1103,2.0828025477707,"#80808014"
"Omtzigt","SGP",774,0.704918032786885,1098,2.11282984531392,"#80808014"
"PvdA","SGP",637,0.579090909090909,1100,1.73885350318471,"#80808014"
"FVD","SGP",689,0.624660018132366,1103,1.88080072793449,"#80808014"
"Ephraim","SGP",203,0.184713375796178,1099,0.554140127388535,"#80808014"
"SGP","GroenLinks",638,0.578947368421053,1102,1.74158325750682,"#80808014"
"Fractie Den Haan","SGP",589,0.535454545454545,1100,1.60782529572338,"#80808014"
"PvdD","PVV",516,0.468239564428312,1102,1.40855323020928,"#80808014"
"JA21","PVV",838,0.763205828779599,1098,2.28753412192903,"#808080D9"
"Volt","PVV",517,0.470856102003643,1098,1.41128298453139,"#80808014"
"VVD","PVV",625,0.566123188405797,1104,1.70609645131938,"#80808014"
"Omtzigt","PVV",633,0.576502732240437,1098,1.72793448589627,"#80808014"
