"from","to","z_score","raw_weight","agreement_rate","total_votes","weight","width","color"
"Fractie Den Haan","SP",0.745006331211987,1094,0.707632600258732,1546,0.745006331211987,1.87250316560599,"#80808026"
"Fractie Den Haan","VVD",-0.0361573303674431,851,0.550096961861668,1547,-0.0361573303674431,1.48192133481628,"#80808026"
"Volt","Fractie Den Haan",0.902524929637469,1143,0.74124513618677,1542,0.902524929637469,1.95126246481873,"#80808026"
"G<U+00FC>ndogan","GroenLinks",-0.184031932970957,805,0.521373056994819,1544,-0.184031932970957,1.40798403351452,"#80808026"
"G<U+00FC>ndogan","Groep Van Haga",-1.35095542742912,442,0.286084142394822,1545,-1.35095542742912,0.824522286285441,"#80808026"
"G<U+00FC>ndogan","JA21",-1.20951015537358,486,0.315379623621025,1541,-1.20951015537358,0.895244922313209,"#80808026"
"Omtzigt","G<U+00FC>ndogan",-0.679090385165328,651,0.422452952628164,1541,-0.679090385165328,1.16045480741734,"#80808026"
"G<U+00FC>ndogan","PVV",-1.386316745443,431,0.279325988334413,1543,-1.386316745443,0.8068416272785,"#80808026"
"G<U+00FC>ndogan","PvdA",-0.190461263518935,803,0.520414776409592,1543,-0.190461263518935,1.40476936824053,"#80808026"
"G<U+00FC>ndogan","PvdD",-0.357623857766385,751,0.487345879299156,1541,-0.357623857766385,1.32118807111681,"#80808026"
"G<U+00FC>ndogan","SGP",-0.640514401877455,663,0.42940414507772,1544,-0.640514401877455,1.17974279906127,"#80808026"
"G<U+00FC>ndogan","SP",-0.450849150712079,722,0.467616580310881,1544,-0.450849150712079,1.27457542464396,"#80808026"
"G<U+00FC>ndogan","VVD",-0.640514401877455,663,0.429126213592233,1545,-0.640514401877455,1.17974279906127,"#80808026"
"G<U+00FC>ndogan","Volt",-0.116523962217179,826,0.536363636363636,1540,-0.116523962217179,1.44173801889141,"#80808026"
"GroenLinks","Groep Van Haga",-0.650158397699423,660,0.426081342801808,1549,-0.650158397699423,1.17492080115029,"#80808026"
"JA21","GroenLinks",-0.643729067151444,662,0.429034348671419,1543,-0.643729067151444,1.17813546642428,"#80808026"
"Omtzigt","GroenLinks",0.44604246073097,1001,0.648736228127025,1543,0.44604246073097,1.72302123036549,"#80808026"
"GroenLinks","PVV",-0.370482518862343,747,0.482558139534884,1548,-0.370482518862343,1.31475874056883,"#80808026"
"PvdA","GroenLinks",2.18839103923324,1543,0.997414350355527,1547,2.18839103923324,2.59419551961662,"#4D4D4DCC"
"PvdD","GroenLinks",1.68690325649089,1387,0.897153945666235,1546,1.68690325649089,2.34345162824544,"#4D4D4DCC"
"GroenLinks","SGP",0.192083904085806,922,0.595607235142119,1548,0.192083904085806,1.5960419520429,"#80808026"
